0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.861424376366154718e-05,3.354402534034850854e-05,-2.461570677051208014e-04,2.978172552253675800e-03,7.653828319148963440e-04,-1.350992645809316259e-03
-1.042391678769364488e-04,3.745443338661077581e-05,-2.398103574398653540e-04,4.658573560040198298e-03,5.177235343223089356e-04,-1.068764967639903359e-03
8.024981699855611222e-04,1.330653434308528486e-04,-5.999404519577025783e-05,3.604863786220994376e-03,-2.167086533475412208e-03,-4.789251697080654712e-04
9.408330379831087061e-04,4.839345665699432966e-04,-9.044141449211792554e-05,3.555129466775295687e-03,-2.684390335517209542e-03,1.897020224034277804e-03
1.283749901954815134e-03,-2.114216440992513048e-04,2.510351310527853073e-04,4.561204650364045730e-03,-1.725752152817822517e-03,3.444952362081003458e-03
6.422739122645426159e-04,4.105556108506385740e-04,-6.839845233856086185e-04,3.888192262392123170e-03,-2.556152084836713946e-03,5.767055961011981896e-03
2.123608286970324159e-03,-9.651865836226512221e-04,-3.276195402760571831e-03,3.487918769593803189e-03,-1.146075667407233734e-03,5.794023821878008067e-03
2.557277281278749152e-03,-1.464427016083312549e-03,-2.428765559009042011e-03,3.259699302837888897e-03,-1.395179220119257971e-03,6.101689360201328384e-03
5.260423754218112626e-04,-2.214627785842859797e-04,-2.773933190707241793e-03,3.711682163702755780e-03,-1.182870582838573556e-03,5.988192508955888539e-03
7.515729718430482495e-04,-4.893356227665417082e-04,-3.066250659280071907e-03,1.773293414515176311e-03,-2.793507478524979385e-03,6.182158201244507267e-03
1.565801059658569229e-03,-1.119456654561081779e-03,-2.875299223267715944e-03,2.385618862312994821e-03,-1.182983115898240956e-03,6.795972958803778510e-03
2.265952473922183512e-03,-1.966081904140863255e-04,-2.117145881572888438e-03,2.168538800373664283e-03,-1.688865435736658024e-03,7.260513628600188084e-03
5.936600363655906380e-04,7.964670342487802741e-04,-1.863560877052054462e-04,7.955555572748372606e-04,-1.693480601412226906e-03,7.843812270606620798e-03
8.476195568229939400e-04,1.480107444151733008e-03,-1.860149733845693591e-03,1.808632289054475789e-03,5.782185130089971797e-04,6.372584022566398984e-03
-6.570888457437646345e-05,1.859293186708469141e-03,-1.350296333596782104e-03,1.615545619373544338e-03,1.290483098410719716e-03,8.363249485028733873e-03
-6.283240328665063747e-04,2.161484913531913285e-03,-1.576649284057730742e-03,9.147827603172436779e-04,2.420388987171676314e-03,8.756280728925749587e-03
2.570092594732502778e-04,1.598472166304931935e-03,-1.523549727175838768e-03,5.933517293282280104e-04,2.136115592012470359e-03,9.033300411389317761e-03
-2.391208690469231839e-04,1.241434233453493109e-03,-8.295343281399735706e-04,-2.463549769094693954e-04,2.064623819946769141e-03,1.028997224860256007e-02
7.896867489264605081e-04,1.571814465101782328e-03,-1.067843838884445810e-03,7.407078279990865662e-04,3.702568058290674202e-03,1.125524756909212359e-02
3.871457249615940788e-03,1.434393096433163924e-03,-4.395532138971392291e-05,1.836235317131682974e-03,4.324746994568427587e-03,1.205222328386019830e-02
2.990780223860702719e-03,1.860860163737983663e-03,-2.626698567198564358e-05,3.170915662321375974e-03,5.013831692019288071e-03,1.075344017472285377e-02
2.429937398587474727e-03,2.209352088662418050e-03,-7.907794083815742432e-04,5.013294057656167771e-03,5.130196164624601339e-03,1.085072477817727171e-02
2.712427301283827641e-03,1.421639988826754785e-03,-1.656796709110594772e-03,6.809166693086649881e-03,4.237138986109322339e-03,1.118967545604582225e-02
2.315724967049884956e-03,7.749971899150579976e-04,-2.346303914465866849e-03,7.803064394895978077e-03,4.319070562549360767e-03,1.042702633262752691e-02
2.062867346610791196e-03,6.673436746164380538e-04,-1.439224847989050305e-03,6.190425861250440157e-03,4.507943015262904154e-03,9.362032740675449091e-03
