0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1.01065142527842e-08	9.25833014005913e-08	-1.24557666044570e-07	2.10536461278786e-06	-1.32169302443137e-07	-2.22993538922998e-08	6.68717003736676e-08	-3.13425633235869e-09	-1.06102895284352e-07	0	3.39560165938466e-09	9.72767803047155e-09	1.14786600759839e-08	-5.16067149518342e-09	7.77330830044833e-08	1.59154241606207e-07	-3.53676317614496e-08	1.06102895284352e-07	1.26731599000234e-07	-3.53676317614496e-08	9.59708194700846e-08	1.18625938349190e-07
1	8.02000808445115e-08	7.34693294985353e-07	-9.88425349903390e-07	1.67589738661232e-05	-1.04882736777457e-06	-1.76956163145018e-07	5.30659299738112e-07	-2.48718405728698e-08	-8.41977814191953e-07	0	2.69457422002784e-08	7.71938321127752e-08	9.10887218931287e-08	-4.09524254133913e-08	6.16849626424000e-07	1.26296591725955e-06	-2.80659271397313e-07	8.41977814191953e-07	1.00567655980965e-06	-2.80659271397313e-07	7.61574889989061e-07	9.41354220448085e-07
1	2.68474660875734e-07	2.45943060333513e-06	-3.30881412864083e-06	5.62782290510589e-05	-3.51101356651367e-06	-5.92371546137693e-07	1.77641436314689e-06	-8.32600028933009e-08	-2.81857207311818e-06	0	9.02025150484932e-08	2.58411059938498e-07	3.04925050727507e-07	-1.37090741170438e-07	2.06494173723727e-06	4.22785541814163e-06	-9.39524024372717e-07	2.81857207311818e-06	3.36656360570510e-06	-9.39524024372717e-07	2.54941838173207e-06	3.15124065259735e-06
1	6.31168115914210e-07	5.78197650037260e-06	-7.77882714395774e-06	0.000132728702350108	-8.25418611386820e-06	-1.39263061727072e-06	4.17624554590385e-06	-1.95739363207545e-07	-6.62629694420984e-06	0	2.12060800405444e-07	6.07509182806234e-07	7.16860835711459e-07	-3.22292258537910e-07	4.85455640958338e-06	9.93943908867165e-06	-2.20876564806993e-06	6.62629694420984e-06	7.91459276338271e-06	-2.20876564806993e-06	5.99353246755745e-06	7.40838118206235e-06
1	1.22256220799491e-06	1.11995929113622e-05	-1.50674596021915e-05	0.000257924136837245	-1.59882220697344e-05	-2.69750248696534e-06	8.08931859356316e-06	-3.79143911171620e-07	-1.28350276553651e-05	0	4.10758265248149e-07	1.17673524562158e-06	1.38854758983359e-06	-6.24274777643164e-07	9.40319552476183e-06	1.92525292265064e-05	-4.27834255178834e-06	1.28350276553651e-05	1.53304353629579e-05	-4.27834255178834e-06	1.16093733230067e-05	1.43499118970731e-05
1	2.09498259962001e-06	1.91916224129104e-05	-2.58195987743159e-05	0.000443426446477903	-2.73974173386969e-05	-4.62244026166367e-06	1.38618563419293e-05	-6.49701006183671e-07	-2.19941033902337e-05	0	7.03875363329228e-07	2.01645351689714e-06	2.37941514993877e-06	-1.06975725896933e-06	1.61133158512325e-05	3.29911340825403e-05	-7.33136779674451e-06	2.19941033902337e-05	2.62702340379652e-05	-7.33136779674451e-06	1.98938221263046e-05	2.45900090268243e-05
1	3.29879885375889e-06	3.02194882329651e-05	-4.06560239959413e-05	0.000700545716128978	-4.31404866700286e-05	-7.27858104382866e-06	2.18271387170569e-05	-1.02303137738397e-06	-3.46323272882165e-05	0	1.10833533517690e-06	3.17514548875253e-06	3.74667167672814e-06	-1.68445982335529e-06	2.53723290446155e-05	5.19484578609052e-05	-1.15441090960721e-05	3.46323272882165e-05	4.13656027253586e-05	-1.15441090960721e-05	3.13251850583589e-05	3.87198889414754e-05
1	4.88242443384815e-06	4.47266942508164e-05	-6.01734066673145e-05	0.00104034020153882	-6.38505636576913e-05	-1.07727459319441e-05	3.23055027352512e-05	-1.51414912365490e-06	-5.12579664444662e-05	0	1.64040420809501e-06	4.69940987691436e-06	5.54530365475911e-06	-2.49310375199574e-06	3.75526016476916e-05	7.68869007189709e-05	-1.70859888148220e-05	5.12579664444662e-05	6.12236266655114e-05	-1.70859888148220e-05	4.63631933027608e-05	5.73078081521505e-05
1	6.89231670379159e-06	6.31388249970959e-05	-8.49443102533189e-05	0.00147361632934725	-9.01352007403346e-05	-1.52074400205148e-05	4.56043425030674e-05	-2.13746171362100e-06	-7.23587519098864e-05	0	2.31569079616296e-06	6.63396262071624e-06	7.82807589244534e-06	-3.51941148644110e-06	5.30114550904017e-05	0.000108538058767344	-2.41195839699620e-05	7.23587519098864e-05	8.64268624022158e-05	-2.41195839699620e-05	6.54490030457846e-05	8.08990633109383e-05
1	9.37297692796022e-06	8.58635456537774e-05	-0.000115517190283474	0.00201092869708555	-0.000122576369201297	-2.06808524000661e-05	6.20181092173113e-05	-2.90676998564890e-06	-9.84018786911326e-05	0	3.14914670023581e-06	9.02163688309881e-06	1.06455315220568e-05	-4.78610662859759e-06	7.20911656898471e-05	0.000147602724069870	-3.28006262303774e-05	9.84018786911326e-05	0.000117533337782684	-3.28006262303774e-05	8.90051954763877e-05	0.000110015991210892
1	1.23669502711923e-05	0.000113290602054176	-0.000152416394351937	0.00266258007317644	-0.000161730459168605	-2.72868561571444e-05	8.18283111650388e-05	-3.83526814784737e-06	-0.000129834005750611	0	4.15506630794418e-06	1.19033830506097e-05	1.40459919997196e-05	-6.31491394072720e-06	9.51189646502898e-05	0.000194750884643631	-4.32780019168703e-05	0.000129834005750611	0.000155076551957546	-4.32780019168703e-05	0.000117435776786211	0.000145157968786031
1	1.59148257987931e-05	0.000145791820682950	-0.000196142162117499	0.00343862139693413	-0.000208128279614974	-3.51150083743171e-05	0.000105303513723556	-4.93554377806732e-06	-0.000167081256006481	0	5.34708679369431e-06	1.53182687334035e-05	1.80755571054163e-05	-8.12655934544766e-06	0.000122407038063152	0.000250621724458947	-5.56937520021601e-05	0.000167081256006481	0.000199565475380853	-5.56937520021601e-05	0.000151126178169578	0.000186801413111336
1	2.00552364765355e-05	0.000183721108676097	-0.000247170625303591	0.00434885177856427	-0.000262275058357808	-4.42505501301722e-05	0.000132699339360420	-6.21957782390177e-06	-0.000210549216332651	0	6.73818811866804e-06	1.93034787652420e-05	2.27781049429857e-05	-1.02407699257325e-05	0.000154252526907015	0.000315823623439376	-7.01830721108834e-05	0.000210549216332651	0.000251484549810074	-7.01830721108834e-05	0.000190443255823495	0.000235399781402756
1	2.48248591706591e-05	0.000227414453820958	-0.000305953807698279	0.00540281849916398	-0.000324650442059199	-5.47744064993187e-05	0.000164258467633437	-7.69874460268586e-06	-0.000260622937558782	0	8.34069303082282e-06	2.38943152034937e-05	2.81952919401227e-05	-1.26762739249110e-05	0.000190937527047624	0.000390934157461711	-8.68743125195937e-05	0.000260622937558782	0.000311293688306098	-8.68743125195937e-05	0.000235735290947654	0.000291383571017203
1	3.02584146478711e-05	0.000277189924556217	-0.000372919625154263	0.00660981701072183	-0.000395708496225927	-6.67631865523863e-05	0.000200210635190664	-9.38381180149686e-06	-0.000317666934470287	0	1.01662670648917e-05	2.91241973291342e-05	3.43665528483785e-05	-1.54508007466683e-05	0.000232729089237880	0.000476500098355988	-0.000105888978156762	0.000317666934470287	0.000379428275233233	-0.000105888978156762	0.000287331989744427	0.000355160319452554
1	3.63886675753458e-05	0.000333347669971897	-0.000448471885588884	0.00797889093611787	-0.000475877705209460	-8.02891833560257e-05	0.000240772635770410	-1.12849404771542e-05	-0.000382025185808329	0	1.22259185423833e-05	3.50246616467464e-05	4.13291007431608e-05	-1.85810809550452e-05	0.000279879219117848	0.000573037413905474	-0.000127341728602776	0.000382025185808329	0.000456299166259207	-0.000127341728602776	0.000345544483418871	0.000427114604347650
